CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
808,ColonialVoice,77775138901933,8,2006,2013-11-07 00:00:00.000
809,Vista,11119675340022,8,2006,2012-09-10 00:00:00.000
810,Vista,11111974990323,2,2007,2013-10-23 00:00:00.000
811,Distinguish,55557310886973,11,2008,2014-01-07 00:00:00.000
812,Vista,11111180298868,11,2007,2012-08-25 00:00:00.000
813,Distinguish,55555364103775,12,2005,2013-06-11 00:00:00.000
814,Vista,11114138648664,2,2005,2013-08-14 00:00:00.000
815,SuperiorCard,33338062670101,1,2008,2013-10-11 00:00:00.000
816,Distinguish,55555085741024,4,2008,2013-08-08 00:00:00.000
817,Distinguish,55553052863571,10,2005,2014-06-02 00:00:00.000
818,ColonialVoice,77774934151619,2,2006,2014-02-13 00:00:00.000
819,Distinguish,55556593763803,1,2006,2013-09-18 00:00:00.000
820,ColonialVoice,77771969383948,10,2006,2013-12-01 00:00:00.000
821,Vista,11117523607202,5,2007,2013-08-29 00:00:00.000
822,Distinguish,55557228211273,8,2007,2011-12-22 00:00:00.000
823,Vista,11115963403349,6,2005,2013-09-25 00:00:00.000
824,ColonialVoice,77774433038416,1,2007,2013-08-11 00:00:00.000
825,Vista,11119907142659,9,2005,2014-02-24 00:00:00.000
826,SuperiorCard,33333444693834,3,2007,2013-01-18 00:00:00.000
827,Vista,11113952525151,2,2006,2013-07-13 00:00:00.000
828,ColonialVoice,77774359839272,5,2005,2009-02-08 00:00:00.000
829,Vista,11119020046753,6,2005,2013-07-11 00:00:00.000
830,ColonialVoice,77779671939521,5,2005,2014-02-26 00:00:00.000
831,ColonialVoice,77777867035395,10,2008,2012-03-06 00:00:00.000
832,Vista,11117686476125,4,2007,2013-08-19 00:00:00.000
833,SuperiorCard,33333442274267,4,2005,2013-10-13 00:00:00.000
834,ColonialVoice,77775893606015,10,2007,2014-01-22 00:00:00.000
835,Vista,11112280156665,9,2006,2013-11-16 00:00:00.000
836,Distinguish,55552271521297,12,2008,2013-07-05 00:00:00.000
837,SuperiorCard,33333140837044,8,2005,2012-03-08 00:00:00.000
838,Vista,11112072966443,11,2005,2014-03-23 00:00:00.000
839,ColonialVoice,77777303190150,7,2007,2012-08-20 00:00:00.000
840,SuperiorCard,33332091398524,4,2007,2013-05-06 00:00:00.000
841,SuperiorCard,33339683772389,2,2007,2013-11-02 00:00:00.000
842,Vista,11114906547147,3,2006,2012-12-03 00:00:00.000
843,ColonialVoice,77774224136950,2,2007,2014-03-21 00:00:00.000
844,SuperiorCard,33333232898497,12,2005,2013-10-22 00:00:00.000
845,SuperiorCard,33337336506717,9,2006,2014-03-14 00:00:00.000
846,ColonialVoice,77777032296090,9,2007,2012-12-07 00:00:00.000
847,SuperiorCard,33338291311173,7,2008,2013-08-31 00:00:00.000
848,Vista,11117617087040,7,2008,2014-01-24 00:00:00.000
849,SuperiorCard,33339083734653,8,2005,2013-08-07 00:00:00.000
850,SuperiorCard,33337826650705,10,2006,2014-04-24 00:00:00.000
851,Distinguish,55554194589143,6,2007,2012-05-29 00:00:00.000
852,ColonialVoice,77777517985119,3,2006,2014-02-23 00:00:00.000
853,Distinguish,55555669419221,10,2006,2013-08-10 00:00:00.000
854,ColonialVoice,77778387720534,8,2006,2014-04-11 00:00:00.000
855,Vista,11119427605574,12,2008,2014-01-19 00:00:00.000
856,SuperiorCard,33333847981526,12,2006,2014-02-07 00:00:00.000
857,Vista,11118043480734,4,2005,2012-05-28 00:00:00.000
858,Vista,11115602920534,11,2007,2012-09-29 00:00:00.000
859,ColonialVoice,77772014515529,1,2006,2013-10-26 00:00:00.000
860,Vista,11115597999458,6,2006,2014-04-23 00:00:00.000
861,ColonialVoice,77776201537862,7,2006,2014-04-10 00:00:00.000
862,Vista,11114700125402,6,2005,2012-06-09 00:00:00.000
863,SuperiorCard,33332786725937,5,2008,2014-06-10 00:00:00.000
864,Vista,11116639727833,2,2005,2012-02-02 00:00:00.000
865,ColonialVoice,77779760304736,7,2006,2012-07-21 00:00:00.000
866,SuperiorCard,33331475520881,2,2006,2013-07-26 00:00:00.000
867,Distinguish,55558750853180,7,2008,2014-04-21 00:00:00.000
868,SuperiorCard,33337349909977,4,2007,2013-08-14 00:00:00.000
869,Distinguish,55553852531763,11,2007,2013-04-03 00:00:00.000
870,ColonialVoice,77773819909954,11,2007,2014-01-26 00:00:00.000
871,Vista,11119459585539,12,2008,2014-01-26 00:00:00.000
872,Distinguish,55552135890375,11,2007,2013-05-07 00:00:00.000
873,ColonialVoice,77776536745085,6,2006,2014-03-28 00:00:00.000
874,Distinguish,55559121656545,10,2008,2011-12-20 00:00:00.000
875,Distinguish,55556905825610,9,2008,2014-03-10 00:00:00.000
876,SuperiorCard,33336447314246,12,2005,2012-06-06 00:00:00.000
877,Distinguish,55551008674697,3,2006,2012-04-13 00:00:00.000
878,Distinguish,55557309579955,4,2008,2014-03-01 00:00:00.000
879,Distinguish,55559490191962,6,2007,2013-07-24 00:00:00.000
880,Vista,11117144786910,2,2008,2013-08-13 00:00:00.000
881,Vista,11118871159427,6,2005,2014-02-16 00:00:00.000
882,SuperiorCard,33335572781756,8,2007,2014-06-15 00:00:00.000
883,Distinguish,55555742224215,7,2008,2013-08-27 00:00:00.000
884,Vista,11112426516191,8,2006,2013-12-06 00:00:00.000
885,Distinguish,55556402370158,12,2006,2013-11-24 00:00:00.000
886,SuperiorCard,33331216468946,9,2006,2013-09-27 00:00:00.000
887,Distinguish,55554620381803,11,2006,2011-05-24 00:00:00.000
888,SuperiorCard,33337479098698,11,2008,2013-11-10 00:00:00.000
889,ColonialVoice,77773691135629,3,2005,2014-01-05 00:00:00.000
890,ColonialVoice,77779288068620,10,2005,2013-07-25 00:00:00.000
891,Distinguish,55553640880362,12,2005,2012-12-22 00:00:00.000
892,Distinguish,55551403569235,10,2005,2013-11-25 00:00:00.000
893,SuperiorCard,33334607853311,1,2006,2014-01-27 00:00:00.000
894,ColonialVoice,77772834500393,1,2007,2013-07-27 00:00:00.000
895,ColonialVoice,77775595401081,5,2008,2013-07-31 00:00:00.000
896,SuperiorCard,33336192689273,7,2006,2014-04-08 00:00:00.000
897,SuperiorCard,33333703078667,1,2008,2014-02-22 00:00:00.000
898,SuperiorCard,33337468142717,7,2006,2013-04-13 00:00:00.000
899,Vista,11114721829405,9,2005,2013-07-24 00:00:00.000
900,ColonialVoice,77777226670283,8,2005,2014-02-04 00:00:00.000
901,ColonialVoice,77774819370448,7,2008,2013-05-19 00:00:00.000
902,Vista,11112606884889,3,2008,2011-12-22 00:00:00.000
903,SuperiorCard,33332161756733,9,2006,2013-12-05 00:00:00.000
904,SuperiorCard,33335624488521,8,2005,2013-10-18 00:00:00.000
905,ColonialVoice,77775059115614,12,2008,2013-12-10 00:00:00.000
906,Vista,11115792037369,8,2008,2014-02-06 00:00:00.000
907,ColonialVoice,77772578201001,11,2007,2014-06-30 00:00:00.000
908,Vista,11112508182384,11,2006,2014-01-29 00:00:00.000
909,Vista,11115979941692,12,2006,2013-05-05 00:00:00.000
910,Distinguish,55554543149101,5,2005,2013-04-12 00:00:00.000
911,Vista,11117944465738,12,2005,2013-04-04 00:00:00.000
912,ColonialVoice,77777293711899,11,2005,2013-09-22 00:00:00.000
913,ColonialVoice,77776598485347,8,2007,2013-11-26 00:00:00.000
914,Vista,11117645543183,3,2005,2012-10-31 00:00:00.000
915,Distinguish,55553970511314,1,2007,2013-12-15 00:00:00.000
916,SuperiorCard,33337072872824,6,2008,2013-08-18 00:00:00.000
917,Distinguish,55554339142215,1,2008,2013-05-10 00:00:00.000
918,SuperiorCard,33335286121512,5,2006,2013-08-25 00:00:00.000
919,SuperiorCard,33331166754033,2,2008,2014-02-22 00:00:00.000
920,SuperiorCard,33339686550585,7,2005,2013-10-01 00:00:00.000
921,Vista,11118765525092,12,2007,2013-10-10 00:00:00.000
922,Distinguish,55553739017834,6,2007,2013-08-15 00:00:00.000
923,Distinguish,55554584338249,7,2007,2012-05-30 00:00:00.000
924,ColonialVoice,77778409210262,8,2007,2012-08-22 00:00:00.000
925,Distinguish,55559786162075,4,2007,2014-01-08 00:00:00.000
926,SuperiorCard,33333412174237,3,2008,2011-12-24 00:00:00.000
927,ColonialVoice,77772369170723,8,2005,2013-12-30 00:00:00.000
928,ColonialVoice,77775294979396,8,2005,2013-10-26 00:00:00.000
929,SuperiorCard,33333903517261,5,2005,2013-10-10 00:00:00.000
930,Vista,11117340844850,2,2008,2014-06-08 00:00:00.000
931,ColonialVoice,77776245590129,1,2005,2014-02-20 00:00:00.000
932,ColonialVoice,77778641477211,9,2007,2013-09-19 00:00:00.000
933,Vista,11111744203782,7,2005,2014-01-05 00:00:00.000
934,Vista,11118853004485,11,2008,2014-01-17 00:00:00.000
935,Vista,11116406020827,5,2006,2014-04-14 00:00:00.000
936,Distinguish,55557748907312,2,2005,2013-12-03 00:00:00.000
937,ColonialVoice,77777282550193,11,2007,2012-11-05 00:00:00.000
938,ColonialVoice,77776937296723,12,2008,2013-11-15 00:00:00.000
939,Distinguish,55553095681863,8,2005,2014-03-07 00:00:00.000
940,Distinguish,55551868168324,5,2008,2013-01-21 00:00:00.000
941,ColonialVoice,77779249735298,11,2007,2013-03-17 00:00:00.000
942,Distinguish,55558919665418,6,2008,2013-12-27 00:00:00.000
943,Vista,11116300610168,3,2005,2013-10-11 00:00:00.000
944,ColonialVoice,77771258784334,2,2005,2013-11-07 00:00:00.000
945,Distinguish,55552519774454,12,2008,2013-12-14 00:00:00.000
946,Vista,11111288115235,11,2005,2013-02-10 00:00:00.000
947,Vista,11117709532781,7,2008,2013-05-11 00:00:00.000
948,SuperiorCard,33335073930871,1,2007,2013-08-28 00:00:00.000
949,Vista,11115507125599,7,2007,2011-10-04 00:00:00.000
950,SuperiorCard,33338649301373,3,2005,2013-03-25 00:00:00.000
951,Vista,11115318391034,4,2008,2013-10-31 00:00:00.000
952,Vista,11114175789926,4,2005,2014-03-22 00:00:00.000
953,SuperiorCard,33339294015264,7,2005,2013-07-31 00:00:00.000
954,Vista,11118793274343,4,2008,2013-09-29 00:00:00.000
955,Distinguish,55558282079279,11,2007,2013-06-03 00:00:00.000
956,SuperiorCard,33335446803424,10,2007,2012-03-27 00:00:00.000
957,Vista,11113880312939,3,2005,2012-05-08 00:00:00.000
958,SuperiorCard,33334977901695,4,2005,2012-05-26 00:00:00.000
959,SuperiorCard,33337748394279,2,2006,2013-08-18 00:00:00.000
960,Vista,11115480002849,1,2006,2014-06-29 00:00:00.000
961,SuperiorCard,33338717050617,7,2006,2014-03-14 00:00:00.000
962,ColonialVoice,77778103535871,7,2008,2013-11-02 00:00:00.000
963,Distinguish,55555816535754,9,2008,2014-03-07 00:00:00.000
964,Vista,11112857139048,12,2008,2011-12-11 00:00:00.000
965,Vista,11118655181949,9,2007,2009-02-08 00:00:00.000
966,Distinguish,55555691856408,7,2005,2014-05-22 00:00:00.000
967,Distinguish,55553891380684,12,2007,2011-10-13 00:00:00.000
968,Vista,11113950560861,8,2006,2009-12-18 00:00:00.000
969,SuperiorCard,33332697951569,9,2007,2013-09-29 00:00:00.000
970,Vista,11115226276216,10,2007,2009-01-20 00:00:00.000
971,SuperiorCard,33331046324601,9,2006,2011-11-10 00:00:00.000
972,Distinguish,55553581657046,9,2006,2011-10-01 00:00:00.000
973,Distinguish,55553254043879,8,2006,2014-01-01 00:00:00.000
974,ColonialVoice,77775134330718,1,2007,2012-04-17 00:00:00.000
975,SuperiorCard,33339343372456,12,2007,2014-03-19 00:00:00.000
976,ColonialVoice,77779781518286,3,2006,2014-05-03 00:00:00.000
977,ColonialVoice,77775553025829,9,2007,2011-12-19 00:00:00.000
978,Distinguish,55554658681732,8,2005,2011-11-03 00:00:00.000
979,SuperiorCard,33332563715116,7,2007,2014-03-14 00:00:00.000
980,Distinguish,55552860973695,5,2007,2014-01-11 00:00:00.000
981,Vista,11118638024239,2,2006,2014-01-22 00:00:00.000
982,SuperiorCard,33336725689439,5,2008,2014-03-30 00:00:00.000
983,SuperiorCard,33334996541315,11,2008,2012-03-21 00:00:00.000
984,ColonialVoice,77775423781581,11,2008,2012-11-15 00:00:00.000
985,SuperiorCard,33334118945487,9,2007,2014-02-11 00:00:00.000
986,ColonialVoice,77771184881669,10,2005,2014-02-11 00:00:00.000
987,ColonialVoice,77772875305534,5,2008,2014-03-02 00:00:00.000
988,ColonialVoice,77778894189242,10,2006,2011-09-27 00:00:00.000
989,SuperiorCard,33338551631192,6,2007,2014-03-07 00:00:00.000
990,Vista,11112663974704,11,2007,2013-07-19 00:00:00.000
991,SuperiorCard,33334470398850,12,2006,2013-08-03 00:00:00.000
992,SuperiorCard,33335737805695,3,2008,2014-02-08 00:00:00.000
993,ColonialVoice,77773761915215,6,2006,2013-09-04 00:00:00.000
994,ColonialVoice,77773850133812,7,2008,2014-06-29 00:00:00.000
995,Vista,11112836612177,8,2008,2009-02-19 00:00:00.000
996,SuperiorCard,33334999838505,1,2005,2013-03-24 00:00:00.000
997,SuperiorCard,33337576008068,7,2008,2013-11-20 00:00:00.000
998,Distinguish,55554571075782,1,2006,2012-11-01 00:00:00.000
999,SuperiorCard,33332197110964,12,2006,2013-12-31 00:00:00.000
1000,SuperiorCard,33331554852952,1,2006,2014-02-11 00:00:00.000
